wave,var_name,question,options,n_options,pct_answered
W34,MED6E,How likely...if gene editing to change a baby’s genetic characteristics becomes widely available? Development of these techniques will pave the way for new medical advances that benefit society as a whole,Very likely | Fairly likely | Not too likely | Not at all likely,4,100.0
W34,MED7,"If gene editing to change a baby’s genetic characteristics required testing on human embryos in order to develop these techniques, do you think this would be…",An appropriate use of medical technology | Taking medical technology too far,2,100.0
W34,BIOTECHA,Do you think genetic engineering of animals to increase their production of specific proteins that will lead to more nutritious meat would be…,An appropriate use of technology | Taking technology too far,2,100.0
W34,BIOTECHB,Do you think bringing back an animal that is currently extinct by genetically engineering a closely-related species would be…,An appropriate use of technology | Taking technology too far,2,100.0
W34,BIOTECHC,Do you think genetic engineering of mosquitoes that would prevent them from reproducing in order to prevent the spread of some mosquito-borne diseases would be…,An appropriate use of technology | Taking technology too far,2,100.0
W34,BIOTECHD,Do you think genetic engineering of animals to grow organs or tissues that can be used for humans needing a transplant would be…,An appropriate use of technology | Taking technology too far,2,100.0
W34,BIOTECHE,"Do you think genetic engineering of aquarium fish to change their appearance, causing them to glow would be…",An appropriate use of technology | Taking technology too far,2,100.0
W34,NOBIOTECH_FILL,Fill text for Nobiotech (based on Biotech answer),"genetic engineering of animals to increase their production of specific proteins that will lead to more nutritious meat | bringing back an animal that is currently extinct by genetically engineering a closely-related species | genetic engineering of mosquitoes that would prevent them from reproducing in order to prevent the spread of some mosqui | genetic engineering of animals to grow organs or tissues that can be used for humans needing a transplant | genetic engineering of aquarium fish to change their appearance, causing them to glow",5,88.9
W34,EVOONE,"Thinking about the development of human life on Earth…Which statement comes closer to your own views, even if neither is exactly right?",Humans have evolved over time | Humans have existed in their present form since the beginning of time,2,49.4
W34,EVOTHREE,"Which of these statements comes closer to your own views, even if neither is exactly right?",Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc | Humans have evolved over time due to processes that were guided or allowed by God or a higher power,2,34.9
W34,EVOPERS3,Thinking about the development of human life on Earth…Which statement comes closest to your view?,Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc | Humans have evolved over time due to processes that were guided or allowed by God or a higher power | Humans have existed in their present form since the beginning of time,3,50.6
W34,EVOBIOA,"From what you have heard or read, which of these statements about the development of human life on Earth comes closest to WHAT MOST Biological Scientists SAY?",Humans have evolved over time due to processes such as natural selection | Humans have existed in their present form since the beginning of time | Not sure,3,100.0
W34,G1,"Do you, or does anyone in your immediate family, have a gene that predisposes you to a serious disease such as Alzheimer’s, cancer, heart disease or sickle cell anemia?",Yes | No | Not sure,3,100.0
W34,G2,"Have you, or has anyone in your immediate family, ever had a genetic test, or haven’t you done this?",Yes | No | Not sure,3,100.0
W34,KNOSCT22_W17W34,"Which is the better way to determine whether a new drug is effective in treating a disease? If a scientist has a group of 1,000 volunteers with the disease to study, should she…","Give the drug to all of them and see how many get better | Give the drug to half of them but not to the other half, and compare how many in each group get better | Not sure",3,100.0
W34,KNOSCT23_W17W34,Which gas is made as a consequence of burning fossil fuels? Is it...,Carbon dioxide | Hydrogen | Helium | Radon | Not sure,5,100.0
W34,KNOSCT29_W17W34,"If a scientist wants to determine if a new drug is effective at treating high blood pressure by giving half of a group of 1,000 volunteers a new medication and the other half a",A placebo effect | A third person effect | A false consensus effect | Not sure,4,100.0
W34,KNOSCT31_W17W34,Which of these terms refers to health benefits occurring when most people in a population get a vaccine?,Herd immunity | Population control | Vaccination effect | Not sure,4,100.0
W34,KNOSCT33_W17W34,Humans and mice share the same genetic make-up by...,Less than 10% | Between 11% and 49% | About 50% or more | Not sure,4,100.0
W34,KNOSCT34_W17W34,Which gas makes up most of the Earths atmosphere?,Hydrogen | Nitrogen | Carbon dioxide | Oxygen | Not sure,5,100.0
