model_label,question_id,n_options,wd_rep,wd_dem,wd_overall,closer_to,partisan_gap
Claude Sonnet 4.5,atp_W54_ECON3_b,4,0.3818,0.3164,0.3433,Dem,0.0817
Claude Sonnet 4.5,atp_W54_ECON3_c,4,0.2914,0.2632,0.2749,Dem,0.0282
Claude Sonnet 4.5,atp_W54_ECON3_d,4,0.2452,0.2607,0.2535,Rep,0.1814
Claude Sonnet 4.5,atp_W54_ECON3_e,4,0.176,0.1906,0.1854,Rep,0.0198
Claude Sonnet 4.5,atp_W54_ECON3_f,4,0.3901,0.442,0.4177,Rep,0.0519
Claude Sonnet 4.5,atp_W54_ECON3_g,4,0.2355,0.2513,0.2441,Rep,0.0744
Claude Sonnet 4.5,atp_W54_ECON3_h,4,0.241,0.185,0.2101,Dem,0.0573
Claude Sonnet 4.5,atp_W54_ECON3_i,4,0.3607,0.4163,0.3926,Rep,0.0584
Claude Sonnet 4.5,atp_W54_ECON4_a,4,0.3185,0.3286,0.3253,Rep,0.0132
Claude Sonnet 4.5,atp_W54_ECON4_b,4,0.5119,0.469,0.4848,Dem,0.0428
Claude Sonnet 4.5,atp_W54_ECON4_c,4,0.2826,0.2658,0.2714,Dem,0.0171
Claude Sonnet 4.5,atp_W54_ECON4_d,4,0.243,0.2505,0.247,Rep,0.0709
Claude Sonnet 4.5,atp_W54_ECON4_e,4,0.3226,0.3456,0.3356,Rep,0.0231
Claude Sonnet 4.5,atp_W54_ECON4_f,4,0.2325,0.2675,0.2522,Rep,0.0584
Claude Sonnet 4.5,atp_W54_ECON4_g,4,0.2372,0.2533,0.2473,Rep,0.0168
Claude Sonnet 4.5,atp_W54_ECON4_h,4,0.2465,0.2629,0.2562,Rep,0.0469
Claude Sonnet 4.5,atp_W54_ECON4_i,4,0.2031,0.2132,0.2094,Rep,0.0136
Claude Sonnet 4.5,atp_W54_ECON5_a,5,0.2994,0.2178,0.2523,Dem,0.0999
Claude Sonnet 4.5,atp_W54_ECON5_b,5,0.3766,0.1798,0.2697,Dem,0.1967
Claude Sonnet 4.5,atp_W54_ECON5_c,5,0.3851,0.2022,0.2794,Dem,0.1829
Claude Sonnet 4.5,atp_W54_ECON5_d,5,0.3816,0.0976,0.2186,Dem,0.284
Claude Sonnet 4.5,atp_W54_ECON5_e,5,0.3327,0.1886,0.2484,Dem,0.1442
Claude Sonnet 4.5,atp_W54_ECON5_f,5,0.3939,0.1773,0.2698,Dem,0.2166
Claude Sonnet 4.5,atp_W54_ECON5_g,5,0.4278,0.5934,0.5205,Rep,0.1656
Claude Sonnet 4.5,atp_W54_ECON5_h,5,0.4308,0.181,0.2861,Dem,0.2498
Claude Sonnet 4.5,atp_W54_ECON5_i,5,0.3524,0.2121,0.2709,Dem,0.2258
Claude Sonnet 4.5,atp_W54_ECON5_j,5,0.3524,0.1726,0.2471,Dem,0.1798
Claude Sonnet 4.5,atp_W54_ECON5_k,5,0.3286,0.257,0.287,Dem,0.0716
Claude Sonnet 4.5,atp_W54_FINANCEa,2,0.215,0.2453,0.2381,Rep,0.0303
Claude Sonnet 4.5,atp_W54_FINANCEb,2,0.3065,0.3515,0.3392,Rep,0.0449
Claude Sonnet 4.5,atp_W54_FINANCEc,2,0.4781,0.4094,0.4325,Dem,0.0687
Claude Sonnet 4.5,atp_W54_FIN_SIT,4,0.2134,0.2195,0.2176,Rep,0.0468
Claude Sonnet 4.5,atp_W54_FIN_SITCOMM,4,0.1877,0.2133,0.2026,Rep,0.0615
Claude Sonnet 4.5,atp_W54_FIN_SITGROWUP,4,0.2352,0.2482,0.2437,Rep,0.0197
Claude Sonnet 4.5,atp_W54_FIN_SITMOST,4,0.1851,0.266,0.2328,Rep,0.105
Claude Sonnet 4.5,atp_W54_GOVPRIORITYa,4,0.2123,0.0486,0.1178,Dem,0.1636
Claude Sonnet 4.5,atp_W54_GOVPRIORITYb,4,0.1194,0.4682,0.3183,Rep,0.3488
Claude Sonnet 4.5,atp_W54_GOVPRIORITYc,4,0.467,0.1377,0.2779,Dem,0.3293
Claude Sonnet 4.5,atp_W54_GOVPRIORITYd,4,0.4897,0.0947,0.2627,Dem,0.395
Claude Sonnet 4.5,atp_W54_GOVPRIORITYe,4,0.0772,0.1961,0.1438,Rep,0.1189
Claude Sonnet 4.5,atp_W54_GOVPRIORITYf,4,0.3232,0.0742,0.1802,Dem,0.2489
Claude Sonnet 4.5,atp_W54_GOVRESP_a,2,0.7254,0.2558,0.4548,Dem,0.4695
Claude Sonnet 4.5,atp_W54_GOVRESP_b,2,0.7665,0.3368,0.518,Dem,0.4297
Claude Sonnet 4.5,atp_W54_GOVRESP_c,2,0.3577,0.0769,0.1968,Dem,0.2809
Claude Sonnet 4.5,atp_W54_GOVRESP_d,2,0.1319,0.465,0.3245,Rep,0.3331
Claude Sonnet 4.5,atp_W54_GOVRESP_e,2,0.6458,0.2951,0.4407,Dem,0.3507
Claude Sonnet 4.5,atp_W54_GOVRESP_f,2,0.566,0.0688,0.2761,Dem,0.4972
Claude Sonnet 4.5,atp_W54_GOVRESP_g,2,0.7087,0.1124,0.3691,Dem,0.5962
Claude Sonnet 4.5,atp_W54_GOVRESP_h,2,0.8693,0.6051,0.7186,Dem,0.2642
Claude Sonnet 4.5,atp_W54_INC_TIER1,5,0.1742,0.206,0.1938,Rep,0.0466
Claude Sonnet 4.5,atp_W54_INC_TIER2,3,0.2288,0.258,0.2465,Rep,0.0504
Claude Sonnet 4.5,atp_W54_INEQ1,3,0.5444,0.112,0.2923,Dem,0.4324
Claude Sonnet 4.5,atp_W54_INEQ10,2,0.5832,0.078,0.2923,Dem,0.5053
Claude Sonnet 4.5,atp_W54_INEQ11,2,0.0304,0.184,0.1162,Rep,0.1536
Claude Sonnet 4.5,atp_W54_INEQ2,2,0.1636,0.282,0.2556,Rep,0.1184
Claude Sonnet 4.5,atp_W54_INEQ3,3,0.2548,0.1228,0.1571,Dem,0.1595
Claude Sonnet 4.5,atp_W54_INEQ4_a,4,0.2933,0.0903,0.1429,Dem,0.2029
Claude Sonnet 4.5,atp_W54_INEQ4_b,4,0.2832,0.1633,0.1936,Dem,0.1199
Claude Sonnet 4.5,atp_W54_INEQ4_c,4,0.2245,0.1279,0.1535,Dem,0.0966
Claude Sonnet 4.5,atp_W54_INEQ4_d,4,0.3303,0.3497,0.3443,Rep,0.0194
Claude Sonnet 4.5,atp_W54_INEQ4_e,4,0.3527,0.2128,0.2505,Dem,0.1399
Claude Sonnet 4.5,atp_W54_INEQ5_a,4,0.2292,0.2678,0.2508,Rep,0.0394
Claude Sonnet 4.5,atp_W54_INEQ5_b,4,0.2112,0.2003,0.2049,Dem,0.0697
Claude Sonnet 4.5,atp_W54_INEQ5_c,4,0.2009,0.1968,0.1985,Dem,0.0696
Claude Sonnet 4.5,atp_W54_INEQ5_d,4,0.2457,0.4023,0.3323,Rep,0.2147
Claude Sonnet 4.5,atp_W54_INEQ5_e,4,0.5418,0.1992,0.3474,Dem,0.3426
Claude Sonnet 4.5,atp_W54_INEQ5_f,4,0.2455,0.2775,0.2623,Rep,0.2402
Claude Sonnet 4.5,atp_W54_INEQ5_g,4,0.3754,0.1697,0.2558,Dem,0.2057
Claude Sonnet 4.5,atp_W54_INEQ5_h,4,0.2556,0.214,0.2313,Dem,0.2054
Claude Sonnet 4.5,atp_W54_INEQ5_i,4,0.3998,0.1909,0.2824,Dem,0.2089
Claude Sonnet 4.5,atp_W54_INEQ5_j,4,0.2797,0.2069,0.2385,Dem,0.0728
Claude Sonnet 4.5,atp_W54_INEQ5_k,4,0.6005,0.218,0.3831,Dem,0.3825
Claude Sonnet 4.5,atp_W54_INEQ5_l,4,0.2587,0.6299,0.4715,Rep,0.3712
Claude Sonnet 4.5,atp_W54_INEQ5_m,4,0.2637,0.3623,0.3184,Rep,0.238
Claude Sonnet 4.5,atp_W54_INEQ6,4,0.3017,0.1249,0.202,Dem,0.1767
Claude Sonnet 4.5,atp_W54_INEQ7,4,0.3404,0.1696,0.2436,Dem,0.1708
Claude Sonnet 4.5,atp_W54_INEQ8_a,4,0.3434,0.2349,0.2813,Dem,0.3708
Claude Sonnet 4.5,atp_W54_INEQ8_b,4,0.3775,0.2299,0.293,Dem,0.3658
Claude Sonnet 4.5,atp_W54_INEQ8_c,4,0.5393,0.1392,0.3111,Dem,0.4001
Claude Sonnet 4.5,atp_W54_INEQ8_d,4,0.3611,0.2446,0.2943,Dem,0.4031
Claude Sonnet 4.5,atp_W54_INEQ8_e,4,0.207,0.2357,0.2228,Rep,0.0634
Claude Sonnet 4.5,atp_W54_INEQ8_f,4,0.3221,0.2323,0.2689,Dem,0.3192
Claude Sonnet 4.5,atp_W54_INEQ8_g,4,0.3505,0.2303,0.2786,Dem,0.3458
Claude Sonnet 4.5,atp_W54_INEQ8_h,4,0.743,0.3714,0.529,Dem,0.3716
Claude Sonnet 4.5,atp_W54_INEQ8_i,4,0.6157,0.2713,0.4142,Dem,0.3443
Claude Sonnet 4.5,atp_W54_INEQ8_j,4,0.2589,0.3776,0.3268,Rep,0.2607
Claude Sonnet 4.5,atp_W54_INEQ9,2,0.0611,0.1875,0.1331,Rep,0.1264
Claude Sonnet 4.5,atp_W54_PROFSPORT,4,0.2721,0.1845,0.2228,Dem,0.114
Claude Sonnet 4.5,atp_W54_SATLIFEa,4,0.2314,0.2141,0.2218,Dem,0.0402
Claude Sonnet 4.5,atp_W54_SATLIFEb,4,0.1953,0.1939,0.1947,Dem,0.0411
Claude Sonnet 4.5,atp_W54_SATLIFEc,4,0.1944,0.178,0.1853,Dem,0.0356
Claude Sonnet 4.5,atp_W54_SPEAKOUT,4,0.3539,0.2522,0.2947,Dem,0.4107
Claude Sonnet 4.5,atp_W54_SPORTPOL,5,0.1933,0.2722,0.2379,Rep,0.0789
Claude Sonnet 4.5,atp_W54_WHYREDINEQa,3,0.2712,0.3158,0.3017,Rep,0.1586
Claude Sonnet 4.5,atp_W54_WHYREDINEQb,3,0.2972,0.0909,0.155,Dem,0.2064
Claude Sonnet 4.5,atp_W54_WHYREDINEQc,3,0.256,0.3527,0.3228,Rep,0.1568
Claude Sonnet 4.5,atp_W54_WHYREDINEQd,3,0.2688,0.0779,0.137,Dem,0.1909
Claude Sonnet 4.5,atp_W54_WORRY2a,5,0.2768,0.2894,0.2838,Rep,0.081
Claude Sonnet 4.5,atp_W54_WORRY2b,5,0.2679,0.2531,0.2594,Dem,0.0723
Claude Sonnet 4.5,atp_W54_WORRY2c,5,0.261,0.2684,0.2656,Rep,0.0724
Claude Sonnet 4.5,atp_W54_WORRY2d,5,0.2172,0.2315,0.2265,Rep,0.0657
Claude Sonnet 4.5,atp_W54_WORRY2e,5,0.2451,0.2569,0.2529,Rep,0.0625
Claude Sonnet 4.5,atp_W54_YOUTHSPORT,4,0.1722,0.1536,0.1624,Dem,0.0186
Claude Sonnet 4.5,atp_W82_GAP21Q1,4,0.1771,0.1568,0.1649,Dem,0.0486
Claude Sonnet 4.5,atp_W82_GAP21Q10,3,0.2461,0.4794,0.3788,Rep,0.327
Claude Sonnet 4.5,atp_W82_GAP21Q11,2,0.4701,0.3182,0.3821,Dem,0.1519
Claude Sonnet 4.5,atp_W82_GAP21Q12,4,0.2073,0.2021,0.2044,Dem,0.0186
Claude Sonnet 4.5,atp_W82_GAP21Q13_a,4,0.2489,0.1403,0.1866,Dem,0.1739
Claude Sonnet 4.5,atp_W82_GAP21Q13_b,4,0.2122,0.1676,0.1865,Dem,0.1745
Claude Sonnet 4.5,atp_W82_GAP21Q13_c,4,0.217,0.1681,0.1895,Dem,0.0489
Claude Sonnet 4.5,atp_W82_GAP21Q14,4,0.3601,0.2633,0.3045,Dem,0.1164
Claude Sonnet 4.5,atp_W82_GAP21Q15_a,5,0.3483,0.1928,0.2604,Dem,0.1904
Claude Sonnet 4.5,atp_W82_GAP21Q15_b,5,0.4081,0.3558,0.3788,Dem,0.0522
Claude Sonnet 4.5,atp_W82_GAP21Q15_c,5,0.1541,0.2187,0.1911,Rep,0.1271
Claude Sonnet 4.5,atp_W82_GAP21Q15_d,5,0.1451,0.2155,0.1873,Rep,0.0704
Claude Sonnet 4.5,atp_W82_GAP21Q15_e,5,0.2921,0.3152,0.3067,Rep,0.0239
Claude Sonnet 4.5,atp_W82_GAP21Q15_f,5,0.3192,0.2336,0.2725,Dem,0.0856
Claude Sonnet 4.5,atp_W82_GAP21Q17,4,0.3327,0.2424,0.281,Dem,0.1011
Claude Sonnet 4.5,atp_W82_GAP21Q18,2,0.2481,0.2444,0.2461,Dem,0.0037
Claude Sonnet 4.5,atp_W82_GAP21Q19_a,4,0.428,0.2228,0.3103,Dem,0.545
Claude Sonnet 4.5,atp_W82_GAP21Q19_b,4,0.1622,0.2738,0.2261,Rep,0.1116
Claude Sonnet 4.5,atp_W82_GAP21Q19_c,4,0.261,0.1592,0.2059,Dem,0.1019
Claude Sonnet 4.5,atp_W82_GAP21Q19_d,4,0.2304,0.1942,0.2097,Dem,0.2454
Claude Sonnet 4.5,atp_W82_GAP21Q19_e,4,0.2439,0.1381,0.1853,Dem,0.1988
Claude Sonnet 4.5,atp_W82_GAP21Q2,2,0.2667,0.3557,0.3187,Rep,0.089
Claude Sonnet 4.5,atp_W82_GAP21Q20,2,0.1848,0.0414,0.1035,Dem,0.1434
Claude Sonnet 4.5,atp_W82_GAP21Q21_a,4,0.1812,0.1703,0.177,Dem,0.0114
Claude Sonnet 4.5,atp_W82_GAP21Q21_b,4,0.2003,0.2278,0.2149,Rep,0.0694
Claude Sonnet 4.5,atp_W82_GAP21Q21_c,4,0.2244,0.2563,0.2415,Rep,0.0426
Claude Sonnet 4.5,atp_W82_GAP21Q21_d,4,0.2731,0.3763,0.3319,Rep,0.1111
Claude Sonnet 4.5,atp_W82_GAP21Q21_e,4,0.1733,0.2343,0.2081,Rep,0.0767
Claude Sonnet 4.5,atp_W82_GAP21Q22,2,0.398,0.398,0.4,Equal,0.0
Claude Sonnet 4.5,atp_W82_GAP21Q23,4,0.4758,0.1249,0.2761,Dem,0.3509
Claude Sonnet 4.5,atp_W82_GAP21Q24,4,0.3901,0.2009,0.2822,Dem,0.4435
Claude Sonnet 4.5,atp_W82_GAP21Q25,4,0.274,0.1943,0.2279,Dem,0.3507
Claude Sonnet 4.5,atp_W82_GAP21Q26_a,4,0.1893,0.3086,0.2563,Rep,0.1957
Claude Sonnet 4.5,atp_W82_GAP21Q26_b,4,0.2969,0.1556,0.2173,Dem,0.1621
Claude Sonnet 4.5,atp_W82_GAP21Q26_c,4,0.2489,0.2187,0.2311,Dem,0.0984
Claude Sonnet 4.5,atp_W82_GAP21Q26_d,4,0.2062,0.1284,0.1626,Dem,0.1119
Claude Sonnet 4.5,atp_W82_GAP21Q27,3,0.4305,0.5762,0.5117,Rep,0.2767
Claude Sonnet 4.5,atp_W82_GAP21Q28,4,0.1961,0.269,0.2371,Rep,0.2765
Claude Sonnet 4.5,atp_W82_GAP21Q29,3,0.1484,0.059,0.0979,Dem,0.0894
Claude Sonnet 4.5,atp_W82_GAP21Q3,4,0.2048,0.2321,0.2205,Rep,0.1878
Claude Sonnet 4.5,atp_W82_GAP21Q30,2,0.3272,0.4059,0.3762,Rep,0.0786
Claude Sonnet 4.5,atp_W82_GAP21Q31,4,0.2377,0.1524,0.191,Dem,0.0853
Claude Sonnet 4.5,atp_W82_GAP21Q32,4,0.337,0.2102,0.2631,Dem,0.4578
Claude Sonnet 4.5,atp_W82_GAP21Q33_a,3,0.1968,0.1605,0.1772,Dem,0.0362
Claude Sonnet 4.5,atp_W82_GAP21Q33_b,3,0.064,0.155,0.1158,Rep,0.0936
Claude Sonnet 4.5,atp_W82_GAP21Q33_c,3,0.2744,0.235,0.2551,Dem,0.2663
Claude Sonnet 4.5,atp_W82_GAP21Q33_d,3,0.2128,0.1799,0.1939,Dem,0.033
Claude Sonnet 4.5,atp_W82_GAP21Q33_e,3,0.2187,0.2889,0.259,Rep,0.0999
Claude Sonnet 4.5,atp_W82_GAP21Q33_f,3,0.2043,0.2084,0.2088,Rep,0.0975
Claude Sonnet 4.5,atp_W82_GAP21Q33_g,3,0.1702,0.5634,0.3893,Rep,0.3931
Claude Sonnet 4.5,atp_W82_GAP21Q33_h,3,0.1878,0.3401,0.2734,Rep,0.1523
Claude Sonnet 4.5,atp_W82_GAP21Q33_i,3,0.1727,0.4428,0.321,Rep,0.2701
Claude Sonnet 4.5,atp_W82_GAP21Q33_j,3,0.621,0.1219,0.3439,Dem,0.499
Claude Sonnet 4.5,atp_W82_GAP21Q33_k,3,0.279,0.1878,0.2278,Dem,0.1244
Claude Sonnet 4.5,atp_W82_GAP21Q33_l,3,0.1697,0.2371,0.2086,Rep,0.115
Claude Sonnet 4.5,atp_W82_GAP21Q33_m,3,0.1972,0.0869,0.132,Dem,0.1103
Claude Sonnet 4.5,atp_W82_GAP21Q33_n,3,0.3143,0.2097,0.2544,Dem,0.1571
Claude Sonnet 4.5,atp_W82_GAP21Q33_o,3,0.289,0.1616,0.2159,Dem,0.1274
Claude Sonnet 4.5,atp_W82_GAP21Q33_p,3,0.0845,0.1929,0.1449,Rep,0.1083
Claude Sonnet 4.5,atp_W82_GAP21Q33_q,3,0.318,0.2007,0.2513,Dem,0.1737
Claude Sonnet 4.5,atp_W82_GAP21Q33_r,3,0.2009,0.2169,0.2086,Rep,0.2226
Claude Sonnet 4.5,atp_W82_GAP21Q33_s,3,0.3318,0.3096,0.3183,Dem,0.2906
Claude Sonnet 4.5,atp_W82_GAP21Q33_t,3,0.2794,0.3396,0.3166,Rep,0.0602
Claude Sonnet 4.5,atp_W82_GAP21Q34_a,4,0.4485,0.1861,0.2995,Dem,0.5321
Claude Sonnet 4.5,atp_W82_GAP21Q34_b,4,0.4321,0.1777,0.2886,Dem,0.4961
Claude Sonnet 4.5,atp_W82_GAP21Q34_c,4,0.4318,0.2144,0.3083,Dem,0.5263
Claude Sonnet 4.5,atp_W82_GAP21Q34_d,4,0.4046,0.1894,0.2828,Dem,0.4648
Claude Sonnet 4.5,atp_W82_GAP21Q34_e,4,0.3703,0.2477,0.2996,Dem,0.5146
Claude Sonnet 4.5,atp_W82_GAP21Q34_f,4,0.4867,0.1637,0.304,Dem,0.5022
Claude Sonnet 4.5,atp_W82_GAP21Q35,2,0.6804,0.2613,0.4444,Dem,0.4191
Claude Sonnet 4.5,atp_W82_GAP21Q36,2,0.4775,0.8415,0.6808,Rep,0.364
Claude Sonnet 4.5,atp_W82_GAP21Q37,2,0.3379,0.6985,0.5362,Rep,0.3606
Claude Sonnet 4.5,atp_W82_GAP21Q38_a,4,0.2423,0.2004,0.218,Dem,0.25
Claude Sonnet 4.5,atp_W82_GAP21Q38_b,4,0.3028,0.2079,0.2495,Dem,0.3326
Claude Sonnet 4.5,atp_W82_GAP21Q38_c,4,0.3562,0.2191,0.2775,Dem,0.4177
Claude Sonnet 4.5,atp_W82_GAP21Q40,3,0.3068,0.1577,0.2231,Dem,0.2278
Claude Sonnet 4.5,atp_W82_GAP21Q41,4,0.1627,0.1487,0.1548,Dem,0.0738
Claude Sonnet 4.5,atp_W82_GAP21Q42,2,0.235,0.592,0.4365,Rep,0.357
Claude Sonnet 4.5,atp_W82_GAP21Q43_a,4,0.1413,0.2513,0.2028,Rep,0.11
Claude Sonnet 4.5,atp_W82_GAP21Q43_b,4,0.2184,0.1838,0.1987,Dem,0.1014
Claude Sonnet 4.5,atp_W82_GAP21Q43_c,4,0.2279,0.2273,0.2266,Dem,0.0313
Claude Sonnet 4.5,atp_W82_GAP21Q43_d,4,0.2004,0.1707,0.1837,Dem,0.0298
Claude Sonnet 4.5,atp_W82_GAP21Q43_e,4,0.0928,0.1414,0.1212,Rep,0.0486
Claude Sonnet 4.5,atp_W82_GAP21Q43_f,4,0.2505,0.2001,0.2222,Dem,0.0948
Claude Sonnet 4.5,atp_W82_GAP21Q43_g,4,0.2309,0.2078,0.2181,Dem,0.1023
Claude Sonnet 4.5,atp_W82_GAP21Q43_h,4,0.1922,0.1766,0.1833,Dem,0.0156
Claude Sonnet 4.5,atp_W82_GAP21Q44,3,0.3838,0.1737,0.2665,Dem,0.2198
Claude Sonnet 4.5,atp_W82_GAP21Q45,3,0.2957,0.2394,0.2624,Dem,0.0899
Claude Sonnet 4.5,atp_W82_GAP21Q46,2,0.3189,0.0719,0.1783,Dem,0.247
Claude Sonnet 4.5,atp_W82_GAP21Q47,4,0.6767,0.4354,0.541,Dem,0.2413
Claude Sonnet 4.5,atp_W82_GAP21Q4_a,4,0.2112,0.1827,0.1968,Dem,0.0577
Claude Sonnet 4.5,atp_W82_GAP21Q4_b,4,0.1546,0.3146,0.2461,Rep,0.1601
Claude Sonnet 4.5,atp_W82_GAP21Q4_c,4,0.1914,0.1417,0.1637,Dem,0.1536
Claude Sonnet 4.5,atp_W82_GAP21Q4_d,4,0.2448,0.1197,0.1778,Dem,0.2024
Claude Sonnet 4.5,atp_W82_GAP21Q4_e,4,0.3327,0.1424,0.2279,Dem,0.3101
Claude Sonnet 4.5,atp_W82_GAP21Q4_f,4,0.2611,0.1429,0.196,Dem,0.2322
Claude Sonnet 4.5,atp_W82_GAP21Q5_a,2,0.0428,0.0709,0.0577,Rep,0.0281
Claude Sonnet 4.5,atp_W82_GAP21Q5_b,2,0.4084,0.2329,0.3114,Dem,0.1755
Claude Sonnet 4.5,atp_W82_GAP21Q6,3,0.1529,0.1329,0.1417,Dem,0.0606
Claude Sonnet 4.5,atp_W82_GAP21Q7_a,4,0.2868,0.2265,0.253,Dem,0.2674
Claude Sonnet 4.5,atp_W82_GAP21Q7_b,4,0.2915,0.5244,0.4226,Rep,0.233
Claude Sonnet 4.5,atp_W82_GAP21Q7_c,4,0.1892,0.141,0.1621,Dem,0.073
Claude Sonnet 4.5,atp_W82_GAP21Q7_d,4,0.3443,0.1473,0.2331,Dem,0.2619
Claude Sonnet 4.5,atp_W82_GAP21Q7_e,4,0.1527,0.1226,0.1356,Dem,0.1052
Claude Sonnet 4.5,atp_W82_GAP21Q8,4,0.3734,0.2896,0.3267,Dem,0.0838
Claude Sonnet 4.5,atp_W82_GAP21Q9,2,0.0755,0.1171,0.0999,Rep,0.0416
Claude Sonnet 4.5,atp_W92_ALLIES,2,0.4565,0.8492,0.6589,Rep,0.3926
Claude Sonnet 4.5,atp_W92_BIGHOUSES,2,0.7446,0.4556,0.596,Dem,0.2889
Claude Sonnet 4.5,atp_W92_BILLION,3,0.2852,0.301,0.2927,Rep,0.1552
Claude Sonnet 4.5,atp_W92_BUSPROFIT,2,0.4208,0.7987,0.6164,Rep,0.378
Claude Sonnet 4.5,atp_W92_CANDEXP,4,0.2968,0.1884,0.2409,Dem,0.2647
Claude Sonnet 4.5,atp_W92_CANMTCHPOL,2,0.6347,0.6845,0.6548,Rep,0.0498
Claude Sonnet 4.5,atp_W92_CANQUALPOL,4,0.186,0.1897,0.1891,Rep,0.0647
Claude Sonnet 4.5,atp_W92_CNTRYFAIR,2,0.2149,0.6942,0.4611,Rep,0.4793
Claude Sonnet 4.5,atp_W92_COMPROMISEVAL,2,0.3454,0.1281,0.233,Dem,0.2173
Claude Sonnet 4.5,atp_W92_CRIM_SENT2,3,0.3536,0.5478,0.452,Rep,0.1942
Claude Sonnet 4.5,atp_W92_DIFFPARTY,3,0.1854,0.2166,0.2071,Rep,0.0342
Claude Sonnet 4.5,atp_W92_ECONFAIR,2,0.5005,0.1112,0.2994,Dem,0.3894
Claude Sonnet 4.5,atp_W92_ELECT_CONF3_PRVFR,4,0.3954,0.2212,0.3051,Dem,0.4306
Claude Sonnet 4.5,atp_W92_ELECT_CONF3_PRVSUP,4,0.2426,0.2213,0.2314,Dem,0.2008
Claude Sonnet 4.5,atp_W92_ELECT_IMPT3_PRVFR,4,0.0876,0.2752,0.1853,Rep,0.1877
Claude Sonnet 4.5,atp_W92_ELECT_IMPT3_PRVSUP,4,0.0413,0.0421,0.0435,Rep,0.0017
Claude Sonnet 4.5,atp_W92_ELITEUNDMOD,4,0.3003,0.3092,0.3043,Rep,0.0089
Claude Sonnet 4.5,atp_W92_FP_AUTH,2,0.4799,0.5258,0.5031,Rep,0.0459
Claude Sonnet 4.5,atp_W92_FREECOLL,4,0.4405,0.2267,0.3293,Dem,0.4465
Claude Sonnet 4.5,atp_W92_GLBLZE,2,0.6359,0.4431,0.5386,Dem,0.1927
Claude Sonnet 4.5,atp_W92_GLBLZEREV,2,0.702,0.5232,0.6098,Dem,0.1788
Claude Sonnet 4.5,atp_W92_GLBLZESUM,2,0.6691,0.4833,0.5743,Dem,0.1858
Claude Sonnet 4.5,atp_W92_GODMORALIMP,4,0.6159,0.3485,0.48,Dem,0.2674
Claude Sonnet 4.5,atp_W92_GOODEVIL,2,0.5932,0.3302,0.4585,Dem,0.2629
Claude Sonnet 4.5,atp_W92_GOVAID,2,0.7471,0.1895,0.4581,Dem,0.5575
Claude Sonnet 4.5,atp_W92_GOVPROTCT,2,0.5869,0.2115,0.3917,Dem,0.3754
Claude Sonnet 4.5,atp_W92_GOVSIZE1,2,0.8553,0.1949,0.5151,Dem,0.6605
Claude Sonnet 4.5,atp_W92_GOVSIZE2,2,0.2947,0.0902,0.2554,Dem,0.2045
Claude Sonnet 4.5,atp_W92_GOVSIZE3,2,0.3236,0.402,0.3916,Rep,0.0784
Claude Sonnet 4.5,atp_W92_GOVTHC,2,0.2592,0.9041,0.594,Rep,0.6449
Claude Sonnet 4.5,atp_W92_GOVWASTE,2,0.7985,0.2998,0.5422,Dem,0.4987
Claude Sonnet 4.5,atp_W92_IL_IMM_PRI,3,0.5876,0.2946,0.4349,Dem,0.2929
Claude Sonnet 4.5,atp_W92_INSTN_BNKS,2,0.5668,0.4601,0.5125,Dem,0.1067
Claude Sonnet 4.5,atp_W92_INSTN_CHR,2,0.1837,0.5028,0.3478,Rep,0.3191
Claude Sonnet 4.5,atp_W92_INSTN_CLGS,2,0.3129,0.8298,0.5793,Rep,0.5169
Claude Sonnet 4.5,atp_W92_INSTN_K12,2,0.6028,0.1708,0.3811,Dem,0.432
Claude Sonnet 4.5,atp_W92_INSTN_LBRUN,2,0.7052,0.223,0.458,Dem,0.4822
Claude Sonnet 4.5,atp_W92_INSTN_LGECRP,2,0.3236,0.2724,0.2985,Dem,0.0512
Claude Sonnet 4.5,atp_W92_INSTN_MSCENT,2,0.1309,0.5182,0.3294,Rep,0.3873
Claude Sonnet 4.5,atp_W92_INSTN_TECHCMP,2,0.6339,0.3681,0.4975,Dem,0.2658
Claude Sonnet 4.5,atp_W92_LEGALIMMIGAMT,5,0.195,0.2009,0.1977,Rep,0.2009
Claude Sonnet 4.5,atp_W92_LIFEFIFTY,3,0.5498,0.6466,0.5973,Rep,0.1584
Claude Sonnet 4.5,atp_W92_MARRFAM,2,0.5451,0.19,0.3614,Dem,0.3551
Claude Sonnet 4.5,atp_W92_NATPROBS_1,6,0.299,0.2505,0.2728,Dem,0.2015
Claude Sonnet 4.5,atp_W92_NATPROBS_TOP,7,0.2275,0.3005,0.2663,Rep,0.1578
Claude Sonnet 4.5,atp_W92_NATPROBS_c,4,0.2584,0.2013,0.229,Dem,0.2142
Claude Sonnet 4.5,atp_W92_NATPROBS_e,4,0.5017,0.1394,0.3133,Dem,0.3624
Claude Sonnet 4.5,atp_W92_NATPROBS_g,4,0.1227,0.4508,0.2915,Rep,0.328
Claude Sonnet 4.5,atp_W92_NATPROBS_i,4,0.5666,0.0949,0.322,Dem,0.4717
Claude Sonnet 4.5,atp_W92_NATPROBS_j,4,0.2523,0.2192,0.2357,Dem,0.0892
Claude Sonnet 4.5,atp_W92_NATPROBS_m,4,0.4985,0.1236,0.3035,Dem,0.3749
Claude Sonnet 4.5,atp_W92_NOGOVTHC,2,0.187,0.0799,0.1745,Dem,0.1071
