model_label,question_id,condition,n_options,wd_rep,wd_dem,wd_overall,closer_to,partisan_gap,llm_dist
DeepSeek-R1,atp_W43_RACESURV28b,C1R,3,0.7584,0.2958,0.4611,Dem,0.4625,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28b,C3L,3,0.7584,0.2958,0.4611,Dem,0.4625,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28b,C3R,3,0.2416,0.7042,0.5389,Rep,0.4625,"[0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV28b,CA,3,0.7584,0.2958,0.4611,Dem,0.4625,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28b,N,3,0.7584,0.2958,0.4611,Dem,0.4625,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28c,C1L,3,0.7518,0.2658,0.443,Dem,0.486,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28c,C1R,3,0.7518,0.2658,0.443,Dem,0.486,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28c,C3L,3,0.7518,0.2658,0.443,Dem,0.486,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28c,C3R,3,0.2482,0.7342,0.557,Rep,0.486,"[0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV28c,CA,3,0.7518,0.2658,0.443,Dem,0.486,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28c,N,3,0.7518,0.2658,0.443,Dem,0.486,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28d,C1L,3,0.5104,0.1068,0.25,Dem,0.4036,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28d,C1R,3,0.5104,0.1068,0.25,Dem,0.4036,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28d,C3L,3,0.5104,0.1068,0.25,Dem,0.4036,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28d,C3R,3,0.4896,0.8932,0.75,Rep,0.4036,"[0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV28d,CA,3,0.5104,0.1068,0.25,Dem,0.4036,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28d,N,3,0.5104,0.1068,0.25,Dem,0.4036,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28e,C1L,3,0.5298,0.1137,0.2619,Dem,0.4161,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28e,C1R,3,0.5298,0.1137,0.2619,Dem,0.4161,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28e,C3L,3,0.5298,0.1137,0.2619,Dem,0.4161,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28e,C3R,3,0.5298,0.1137,0.2619,Dem,0.4161,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28e,CA,3,0.5298,0.1137,0.2619,Dem,0.4161,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28e,N,3,0.5298,0.1137,0.2619,Dem,0.4161,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28f,C1L,3,0.8631,0.3672,0.551,Dem,0.4959,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28f,C1R,3,0.8631,0.3672,0.551,Dem,0.4959,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28f,C3L,3,0.8631,0.3672,0.551,Dem,0.4959,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28f,C3R,3,0.137,0.6328,0.449,Rep,0.4959,"[0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV28f,CA,3,0.8631,0.3672,0.551,Dem,0.4959,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28f,N,3,0.8631,0.3672,0.551,Dem,0.4959,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28g,C1L,3,0.8415,0.4226,0.5749,Dem,0.4189,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28g,C1R,3,0.8415,0.4226,0.5749,Dem,0.4189,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28g,C3L,3,0.8415,0.4226,0.5749,Dem,0.4189,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28g,C3R,3,0.1585,0.5774,0.4251,Rep,0.4189,"[0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV28g,CA,3,0.8415,0.4226,0.5749,Dem,0.4189,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV28g,N,3,0.8415,0.4226,0.5749,Dem,0.4189,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV34a,C1L,5,0.2833,0.4474,0.3838,Rep,0.1641,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV34a,C1R,5,0.2833,0.4474,0.3838,Rep,0.1641,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV34a,C3L,5,0.505,0.3786,0.4273,Dem,0.1641,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV34a,C3R,5,0.2833,0.4474,0.3838,Rep,0.1641,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV34a,CA,5,0.2833,0.4474,0.3838,Rep,0.1641,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV34a,N,5,0.2833,0.4474,0.3838,Rep,0.1641,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV34b,C1L,5,0.3507,0.4704,0.4248,Rep,0.1197,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV34b,C1R,5,0.3507,0.4704,0.4248,Rep,0.1197,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV34b,C3L,5,0.3392,0.3716,0.3585,Rep,0.1197,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV34b,C3R,5,0.3507,0.4704,0.4248,Rep,0.1197,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV34b,CA,5,0.3507,0.4704,0.4248,Rep,0.1197,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV34b,N,5,0.3507,0.4704,0.4248,Rep,0.1197,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV4,C1L,3,0.3733,0.1925,0.2608,Dem,0.1808,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV4,C1R,3,0.3733,0.1925,0.2608,Dem,0.1808,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV4,C3L,3,0.3733,0.1925,0.2608,Dem,0.1808,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV4,C3R,3,0.3733,0.1925,0.2608,Dem,0.1808,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV4,CA,3,0.3733,0.1925,0.2608,Dem,0.1808,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV4,N,3,0.3733,0.1925,0.2608,Dem,0.1808,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47a,C1L,5,0.502,0.2588,0.3444,Dem,0.2729,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47a,C1R,5,0.502,0.2588,0.3444,Dem,0.2729,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47a,C3L,5,0.502,0.2588,0.3444,Dem,0.2729,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47a,C3R,5,0.2722,0.3916,0.3521,Rep,0.2729,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47a,CA,5,0.502,0.2588,0.3444,Dem,0.2729,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47a,N,5,0.502,0.2588,0.3444,Dem,0.2729,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47d,C1L,5,0.2384,0.2875,0.2732,Rep,0.1235,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47d,C1R,5,0.2384,0.2875,0.2732,Rep,0.1235,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47d,C3L,5,0.2384,0.2875,0.2732,Rep,0.1235,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47d,C3R,5,0.2384,0.2875,0.2732,Rep,0.1235,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47d,CA,5,0.2384,0.2875,0.2732,Rep,0.1235,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47d,N,5,0.2384,0.2875,0.2732,Rep,0.1235,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47e,C1L,5,0.2369,0.2908,0.2746,Rep,0.1718,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47e,C1R,5,0.2369,0.2908,0.2746,Rep,0.1718,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47e,C3L,5,0.5077,0.3518,0.4062,Dem,0.1718,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47e,C3R,5,0.2369,0.2908,0.2746,Rep,0.1718,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47e,CA,5,0.3491,0.279,0.3051,Dem,0.1718,"[0.0, 0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47e,N,5,0.2369,0.2908,0.2746,Rep,0.1718,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47f,C1L,5,0.3762,0.1705,0.2458,Dem,0.2057,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47f,C1R,5,0.3762,0.1705,0.2458,Dem,0.2057,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47f,C3L,5,0.3762,0.1705,0.2458,Dem,0.2057,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47f,C3R,5,0.2998,0.4068,0.3696,Rep,0.2057,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47f,CA,5,0.3762,0.1705,0.2458,Dem,0.2057,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV47f,N,5,0.3762,0.1705,0.2458,Dem,0.2057,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV48,C1L,4,0.4024,0.1455,0.2375,Dem,0.2569,"[1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV48,C1R,4,0.3784,0.5527,0.4905,Rep,0.2569,"[0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV48,C3L,4,0.4024,0.1455,0.2375,Dem,0.2569,"[1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV48,C3R,4,0.3784,0.5527,0.4905,Rep,0.2569,"[0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV48,CA,4,0.4024,0.1455,0.2375,Dem,0.2569,"[1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV48,N,4,0.4024,0.1455,0.2375,Dem,0.2569,"[1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV49,C1L,2,0.8897,0.5868,0.6977,Dem,0.3029,"[1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV49,C1R,2,0.1103,0.4132,0.3023,Rep,0.3029,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV49,C3L,2,0.8897,0.5868,0.6977,Dem,0.3029,"[1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV49,C3R,2,0.1103,0.4132,0.3023,Rep,0.3029,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV49,CA,2,0.1103,0.4132,0.3023,Rep,0.3029,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV49,N,2,0.1103,0.4132,0.3023,Rep,0.3029,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV50,C1L,2,0.7364,0.3784,0.5043,Dem,0.3579,"[1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV50,C1R,2,0.2636,0.6216,0.4957,Rep,0.3579,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV50,C3L,2,0.7364,0.3784,0.5043,Dem,0.3579,"[1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV50,C3R,2,0.2636,0.6216,0.4957,Rep,0.3579,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV50,CA,2,0.7364,0.3784,0.5043,Dem,0.3579,"[1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV50,N,2,0.7364,0.3784,0.5043,Dem,0.3579,"[1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV51,C1L,3,0.1761,0.3811,0.3088,Rep,0.205,"[0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV51,C1R,3,0.1761,0.3811,0.3088,Rep,0.205,"[0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV51,C3L,3,0.8239,0.6189,0.6912,Dem,0.205,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV51,C3R,3,0.1761,0.3811,0.3088,Rep,0.205,"[0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV51,CA,3,0.8239,0.6189,0.6912,Dem,0.205,"[1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV51,N,3,0.1761,0.3811,0.3088,Rep,0.205,"[0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV52,C1L,4,0.4101,0.2146,0.2827,Dem,0.1955,"[0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV52,C1R,4,0.4101,0.2146,0.2827,Dem,0.1955,"[0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV52,C3L,4,0.4101,0.2146,0.2827,Dem,0.1955,"[0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV52,C3R,4,0.3659,0.4903,0.4474,Rep,0.1955,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV52,CA,4,0.4101,0.2146,0.2827,Dem,0.1955,"[0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV52,N,4,0.4101,0.2146,0.2827,Dem,0.1955,"[0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53a,C1L,2,0.1363,0.259,0.215,Rep,0.1227,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53a,C1R,2,0.1363,0.259,0.215,Rep,0.1227,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53a,C3L,2,0.1363,0.259,0.215,Rep,0.1227,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53a,C3R,2,0.1363,0.259,0.215,Rep,0.1227,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53a,CA,2,0.1363,0.259,0.215,Rep,0.1227,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53a,N,2,0.1363,0.259,0.215,Rep,0.1227,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53b,C1L,2,0.3104,0.471,0.4147,Rep,0.1606,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53b,C1R,2,0.3104,0.471,0.4147,Rep,0.1606,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53b,C3L,2,0.3104,0.471,0.4147,Rep,0.1606,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53b,C3R,2,0.3104,0.471,0.4147,Rep,0.1606,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53b,CA,2,0.3104,0.471,0.4147,Rep,0.1606,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53b,N,2,0.3104,0.471,0.4147,Rep,0.1606,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53c,C1L,2,0.3483,0.4756,0.4308,Rep,0.1273,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53c,C1R,2,0.3483,0.4756,0.4308,Rep,0.1273,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53c,C3L,2,0.3483,0.4756,0.4308,Rep,0.1273,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53c,C3R,2,0.3483,0.4756,0.4308,Rep,0.1273,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53c,CA,2,0.3483,0.4756,0.4308,Rep,0.1273,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV53c,N,2,0.3483,0.4756,0.4308,Rep,0.1273,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV5a,C1L,5,0.543,0.2356,0.3531,Dem,0.3074,"[1.0, 0.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5a,C1R,5,0.457,0.7644,0.6469,Rep,0.3074,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV5a,C3L,5,0.543,0.2356,0.3531,Dem,0.3074,"[1.0, 0.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5a,C3R,5,0.457,0.7644,0.6469,Rep,0.3074,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV5a,CA,5,0.3912,0.2968,0.3348,Dem,0.3074,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5a,N,5,0.3912,0.2968,0.3348,Dem,0.3074,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5b,C1L,5,0.3255,0.1719,0.2274,Dem,0.1536,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5b,C1R,5,0.3255,0.1719,0.2274,Dem,0.1536,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5b,C3L,5,0.3255,0.1719,0.2274,Dem,0.1536,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5b,C3R,5,0.4134,0.3401,0.3637,Dem,0.1536,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV5b,CA,5,0.3255,0.1719,0.2274,Dem,0.1536,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5b,N,5,0.3255,0.1719,0.2274,Dem,0.1536,"[0.0, 0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5i,C1L,5,0.4662,0.2732,0.3445,Dem,0.1931,"[1.0, 0.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5i,C1R,5,0.5338,0.7268,0.6555,Rep,0.1931,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV5i,C3L,5,0.4662,0.2732,0.3445,Dem,0.1931,"[1.0, 0.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5i,C3R,5,0.5338,0.7268,0.6555,Rep,0.1931,"[0.0, 0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV5i,CA,5,0.3365,0.2829,0.3038,Dem,0.1931,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV5i,N,5,0.3365,0.2829,0.3038,Dem,0.1931,"[0.0, 1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV6,C1L,2,0.7092,0.1608,0.3542,Dem,0.5484,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV6,C1R,2,0.7092,0.1608,0.3542,Dem,0.5484,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV6,C3L,2,0.7092,0.1608,0.3542,Dem,0.5484,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV6,C3R,2,0.2908,0.8392,0.6458,Rep,0.5484,"[1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV6,CA,2,0.7092,0.1608,0.3542,Dem,0.5484,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV6,N,2,0.7092,0.1608,0.3542,Dem,0.5484,"[0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV7,C1L,4,0.2612,0.2238,0.2403,Dem,0.1275,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV7,C1R,4,0.4758,0.6034,0.5526,Rep,0.1275,"[0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV7,C3L,4,0.5242,0.3966,0.4474,Dem,0.1275,"[1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV7,C3R,4,0.2314,0.3251,0.2899,Rep,0.1275,"[0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W43_RACESURV7,CA,4,0.4758,0.6034,0.5526,Rep,0.1275,"[0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W43_RACESURV7,N,4,0.2612,0.2238,0.2403,Dem,0.1275,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_FCFAIR,C1L,2,0.6975,0.2854,0.4605,Dem,0.4122,"[1.0, 0.0]"
DeepSeek-R1,atp_W45_FCFAIR,C1R,2,0.3025,0.7146,0.5395,Rep,0.4122,"[0.0, 1.0]"
DeepSeek-R1,atp_W45_FCFAIR,C3L,2,0.6975,0.2854,0.4605,Dem,0.4122,"[1.0, 0.0]"
DeepSeek-R1,atp_W45_FCFAIR,C3R,2,0.3025,0.7146,0.5395,Rep,0.4122,"[0.0, 1.0]"
DeepSeek-R1,atp_W45_FCFAIR,CA,2,0.6975,0.2854,0.4605,Dem,0.4122,"[1.0, 0.0]"
DeepSeek-R1,atp_W45_FCFAIR,N,2,0.6975,0.2854,0.4605,Dem,0.4122,"[1.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCONFUSEb,C1L,4,0.1836,0.1965,0.1913,Rep,0.1311,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCONFUSEb,C1R,4,0.1836,0.1965,0.1913,Rep,0.1311,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCONFUSEb,C3L,4,0.1836,0.1965,0.1913,Rep,0.1311,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCONFUSEb,C3R,4,0.2853,0.4164,0.3602,Rep,0.1311,"[1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCONFUSEb,CA,4,0.1836,0.1965,0.1913,Rep,0.1311,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCONFUSEb,N,4,0.1836,0.1965,0.1913,Rep,0.1311,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEa,C1L,4,0.222,0.2123,0.2149,Dem,0.2739,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEa,C1R,4,0.222,0.2123,0.2149,Dem,0.2739,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEa,C3L,4,0.222,0.2123,0.2149,Dem,0.2739,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEa,C3R,4,0.1635,0.4373,0.3197,Rep,0.2739,"[1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEa,CA,4,0.508,0.2707,0.3725,Dem,0.2739,"[0.0, 0.0, 1.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEa,N,4,0.222,0.2123,0.2149,Dem,0.2739,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEe,C1L,4,0.2601,0.1742,0.2108,Dem,0.1451,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEe,C1R,4,0.2601,0.1742,0.2108,Dem,0.1451,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEe,C3L,4,0.2601,0.1742,0.2108,Dem,0.1451,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEe,C3R,4,0.0921,0.2371,0.1773,Rep,0.1451,"[1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEe,CA,4,0.2601,0.1742,0.2108,Dem,0.1451,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFOCREATEe,N,4,0.2601,0.1742,0.2108,Dem,0.1451,"[0.0, 1.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_INFORESTRICTb,C1L,2,0.352,0.222,0.2813,Dem,0.1299,"[1.0, 0.0]"
DeepSeek-R1,atp_W45_INFORESTRICTb,C1R,2,0.352,0.222,0.2813,Dem,0.1299,"[1.0, 0.0]"
DeepSeek-R1,atp_W45_INFORESTRICTb,C3L,2,0.352,0.222,0.2813,Dem,0.1299,"[1.0, 0.0]"
DeepSeek-R1,atp_W45_INFORESTRICTb,C3R,2,0.352,0.222,0.2813,Dem,0.1299,"[1.0, 0.0]"
DeepSeek-R1,atp_W45_INFORESTRICTb,CA,2,0.352,0.222,0.2813,Dem,0.1299,"[1.0, 0.0]"
DeepSeek-R1,atp_W45_INFORESTRICTb,N,2,0.352,0.222,0.2813,Dem,0.1299,"[1.0, 0.0]"
DeepSeek-R1,atp_W45_MADEUPSHAREWHY,C1L,4,0.2892,0.4095,0.3636,Rep,0.1203,"[0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W45_MADEUPSHAREWHY,C1R,4,0.7108,0.5905,0.6364,Dem,0.1203,"[1.0, 0.0, 0.0, 0.0]"
DeepSeek-R1,atp_W45_MADEUPSHAREWHY,C3L,4,0.2892,0.4095,0.3636,Rep,0.1203,"[0.0, 0.0, 0.0, 1.0]"
DeepSeek-R1,atp_W45_MADEUPSHAREWHY,C3R,4,0.5212,0.4573,0.4826,Dem,0.1203,"[0.0, 1.0, 0.0, 0.0]"
