wave,var_name,question,n_options,option_labels,dist_overall,dist_rep,dist_dem,n_overall,n_rep,n_dem,partisan_gap,error
W36,AMNTWMNP2F1,What do you think would be the ideal situation when it comes to the number of women in high political office?,3,"[""Having more women than there are now but still not as many women as men"", ""Having about an equal number of women and men"", ""Having more women than men""]","[0.0781, 0.7959, 0.1261]","[0.1765, 0.7926, 0.031]","[0.049, 0.7962, 0.1549]",1505,325,1147,0.1257,
W36,AMNTWMNBF1,"Thinking about the country today, would you say there are…",3,"[""Too many women in top executive business positions"", ""Too few women in top executive business positions"", ""About the right number of women in top executive business positions""]","[0.0322, 0.6649, 0.3029]","[0.0575, 0.3822, 0.5603]","[0.0139, 0.8692, 0.1169]",2301,936,1306,0.2435,
W36,AMNTWMNB2F1,What do you think would be the ideal situation when it comes to the number of women in top executive business positions?,3,"[""Having more women than there are now but still not as many women as men"", ""Having about an equal number of women and men"", ""Having more women than men""]","[0.1138, 0.8025, 0.0837]","[0.2457, 0.7312, 0.0231]","[0.0726, 0.8224, 0.1049]",1508,352,1123,0.1274,
W36,EASIERBIZF2,"Thinking about TOP Executive Positions IN Business these days, would you say it is generally…",3,"[""Easier for men to get these positions"", ""Easier for women to get these positions"", ""Not much difference""]","[0.729, 0.054, 0.217]","[0.5836, 0.0821, 0.3343]","[0.8535, 0.0301, 0.1164]",2286,1004,1232,0.244,
W36,EASIERPOLF2,"Thinking about HIGH Political Offices these days, would you say it is generally…",3,"[""Easier for men to get elected to high political offices"", ""Easier for women to get elected to high political offices"", ""Not much difference""]","[0.7007, 0.0497, 0.2497]","[0.5195, 0.0741, 0.4064]","[0.8485, 0.0301, 0.1213]",2286,1004,1232,0.307,
W36,EQUALPOLF2,"Which of these two statements comes closer to your own view, even if neither is exactly right?",2,"[""As more women run for office, it is only a matter of time before there are as many women as men in high political office"", ""Even as more women run for office, men will continue to hold more high political offices in the future""]","[0.5389, 0.4611]","[0.5518, 0.4482]","[0.5324, 0.4676]",2286,1004,1232,0.0194,
W36,EQUALBIZF2,"Which of these two statements comes closer to your own view, even if neither is exactly right?",2,"[""As more women move into management roles, it is only a matter of time before there are as many women as men in top execu"", ""Even as more women move into management roles, men will continue to hold more top executive positions in business in the""]","[0.504, 0.496]","[0.5483, 0.4517]","[0.4689, 0.5311]",2286,1004,1232,0.0794,
W36,IMPROVE1,"How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for Women?",4,"[""A lot"", ""Some"", ""Not much"", ""Nothing at all""]","[0.3915, 0.4003, 0.1484, 0.0598]","[0.1709, 0.4384, 0.2764, 0.1143]","[0.5624, 0.3721, 0.0508, 0.0147]",4587,1940,2538,0.2721,
W36,IMPROVE2,"How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for MEN?",4,"[""A lot"", ""Some"", ""Not much"", ""Nothing at all""]","[0.2003, 0.3955, 0.2885, 0.1157]","[0.0643, 0.2837, 0.4383, 0.2137]","[0.3041, 0.4851, 0.1723, 0.0385]",4587,1940,2538,0.2854,
W36,IMPROVE3,"How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for ALL Americans?",4,"[""A lot"", ""Some"", ""Not much"", ""Nothing at all""]","[0.3295, 0.3899, 0.198, 0.0825]","[0.1058, 0.376, 0.3579, 0.1603]","[0.5008, 0.4028, 0.0762, 0.0202]",4587,1940,2538,0.3189,
W36,WHYNOTPOLF1A,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Many Americans aren’t ready to elect a woman to higher office",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.4687, 0.3173, 0.214]","[0.2662, 0.3826, 0.3512]","[0.6119, 0.2707, 0.1174]",1105,447,641,0.2898,
W36,WHYNOTPOLF1B,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Women in politics face gender discrimination",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.5457, 0.2892, 0.1651]","[0.2752, 0.4086, 0.3162]","[0.75, 0.2048, 0.0452]",1196,489,665,0.3729,
W36,WHYNOTPOLF1C,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Family responsibilities make it harder for women to run for hi",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.3941, 0.4294, 0.1765]","[0.4197, 0.4186, 0.1617]","[0.3828, 0.4343, 0.1829]",2301,936,1306,0.0291,
W36,WHYNOTPOLF1D,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Women aren’t tough enough for politics",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.059, 0.235, 0.706]","[0.0717, 0.2848, 0.6435]","[0.05, 0.2, 0.75]",1105,447,641,0.0641,
W36,WHYNOTPOLF1E,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Fewer women have the experience required for higher office",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.1864, 0.4182, 0.3955]","[0.223, 0.4505, 0.3266]","[0.1643, 0.3944, 0.4413]",1105,447,641,0.0867,
W36,WHYNOTPOLF1F,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Women get less support from party leaders",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.5397, 0.2981, 0.1622]","[0.3444, 0.3631, 0.2925]","[0.6864, 0.2455, 0.0682]",1196,489,665,0.2832,
W36,WHYNOTPOLF1G,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Women who run for office are held to higher standards than men",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.3934, 0.2933, 0.3133]","[0.1843, 0.2697, 0.5461]","[0.5423, 0.3041, 0.1536]",1105,447,641,0.3753,
W36,WHYNOTPOLF1H,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Women who run for office have to do more to prove themselves t",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.6188, 0.2334, 0.1478]","[0.4012, 0.3148, 0.284]","[0.7873, 0.1674, 0.0452]",1196,489,665,0.3124,
W36,WHYNOTPOLF1I,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Not as many women are interested in holding higher office",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.2799, 0.4249, 0.2952]","[0.4218, 0.4047, 0.1734]","[0.1749, 0.4391, 0.386]",2301,936,1306,0.2297,
W36,WHYNOTPOLF1J,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Women aren’t encouraged to pursue leadership positions from an",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.4868, 0.3376, 0.1756]","[0.2889, 0.4086, 0.3025]","[0.6219, 0.2891, 0.0891]",1105,447,641,0.2732,
W36,WHYNOTPOLF1K,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Women don’t do as good of a job selling their accomplishments",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.1174, 0.3742, 0.5084]","[0.1109, 0.3183, 0.5708]","[0.1267, 0.4178, 0.4555]",1196,489,665,0.0656,
W36,WHYNOTPOLF1L,"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Sexual harassment creates an environment that makes it harder ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.3607, 0.4086, 0.2307]","[0.1704, 0.4374, 0.3922]","[0.5015, 0.3855, 0.113]",1196,489,665,0.3052,
W36,WHYNOTBIZF2A,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Many businesses are not ready to hire women for top exe",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.4947, 0.3212, 0.1842]","[0.3094, 0.3996, 0.291]","[0.6407, 0.2599, 0.0993]",1133,490,610,0.2615,
W36,WHYNOTBIZF2B,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women in business face gender discrimination",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.5522, 0.3209, 0.127]","[0.2949, 0.4668, 0.2383]","[0.7649, 0.1965, 0.0386]",1153,514,622,0.3348,
W36,WHYNOTBIZF2C,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Family responsibilities make it harder for women to mov",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.489, 0.3855, 0.1254]","[0.5245, 0.3636, 0.1119]","[0.4634, 0.4057, 0.1309]",2286,1004,1232,0.04,
W36,WHYNOTBIZF2D,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women aren’t tough enough for business",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.0578, 0.2267, 0.7156]","[0.0658, 0.2778, 0.6564]","[0.0527, 0.1779, 0.7694]",1133,490,610,0.0631,
W36,WHYNOTBIZF2F,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women don’t make as good managers as men",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.0691, 0.1444, 0.7865]","[0.0941, 0.18, 0.726]","[0.0493, 0.1135, 0.8372]",1133,490,610,0.078,
W36,WHYNOTBIZF2G,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women are held to higher standards than men",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.3688, 0.3023, 0.3289]","[0.1963, 0.3067, 0.4969]","[0.5107, 0.3015, 0.1878]",1133,490,610,0.3118,
W36,WHYNOTBIZF2H,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women have to do more to prove themselves than men",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.605, 0.2613, 0.1337]","[0.3988, 0.3735, 0.2276]","[0.7749, 0.1736, 0.0514]",1153,514,622,0.2761,
W36,WHYNOTBIZF2I,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Not as many women are interested in top executive busin",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.1711, 0.4053, 0.4237]","[0.2745, 0.4471, 0.2784]","[0.0854, 0.3727, 0.5419]",2286,1004,1232,0.2262,
W36,WHYNOTBIZF2J,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women aren’t encouraged to pursue leadership positions ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.4361, 0.3849, 0.179]","[0.3093, 0.4339, 0.2568]","[0.5403, 0.3435, 0.1161]",1153,514,622,0.1858,
W36,WHYNOTBIZF2K,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women don’t do as good of a job selling their accomplis",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.1297, 0.3863, 0.484]","[0.127, 0.3545, 0.5184]","[0.1334, 0.4135, 0.453]",1133,490,610,0.0359,
W36,WHYNOTBIZF2L,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women don’t have access to the same kinds of personal n",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.2928, 0.3523, 0.3549]","[0.1759, 0.3415, 0.4826]","[0.3894, 0.363, 0.2475]",1133,490,610,0.2243,
W36,WHYNOTBIZF2M,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women have fewer opportunities to interact with people ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.2591, 0.4435, 0.2974]","[0.1809, 0.4436, 0.3755]","[0.3231, 0.4475, 0.2294]",1153,514,622,0.1441,
W36,WHYNOTBIZF2N,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women are less likely than men to ask for promotions an",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.2774, 0.4487, 0.2739]","[0.2339, 0.4405, 0.3255]","[0.3113, 0.4565, 0.2323]",1153,514,622,0.0853,
W36,WHYNOTBIZF2O,"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Sexual harassment creates an environment that makes it ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.4028, 0.4158, 0.1814]","[0.2534, 0.4542, 0.2924]","[0.5257, 0.3842, 0.09]",1153,514,622,0.2373,
W36,HIGHED,"Now, thinking about the higher education system, that is colleges and universities, in the United States today… Do you think the higher education system in the U.S. is generally going in the…",2,"[""Right direction"", ""Wrong direction""]","[0.3729, 0.6271]","[0.2211, 0.7789]","[0.49, 0.51]",4587,1940,2538,0.2688,
W36,HIGHEDWRNGA,"For each of the following, please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Tuition costs are too high",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.8508, 0.1174, 0.0318]","[0.7771, 0.1794, 0.0435]","[0.9354, 0.0465, 0.0181]",2832,1497,1269,0.0918,
W36,HIGHEDWRNGB,Please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Professors are bringing their political and social views into the classr,3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.5202, 0.2206, 0.2592]","[0.8373, 0.1212, 0.0415]","[0.1469, 0.3333, 0.5197]",2832,1497,1269,0.5843,
